"gameId","playId","inMotionAtBallSnap","position","offenseFormation","receiverAlignment","teamAbbr"
2022091806,1593,FALSE,"RB","EMPTY","3x2","PIT"
2022100901,461,FALSE,"RB","SHOTGUN","2x2","PIT"
2022103008,606,FALSE,"RB","EMPTY","3x2","PIT"
2022100206,2221,FALSE,"RB","EMPTY","3x2","HOU"
2022100903,102,FALSE,"RB","SHOTGUN","2x2","HOU"
2022110300,168,FALSE,"RB","SHOTGUN","3x1","HOU"
2022100206,1060,FALSE,"WR","SHOTGUN","2x2","HOU"
2022103004,208,FALSE,"WR","I_FORM","2x1","HOU"
2022103004,546,FALSE,"WR","SHOTGUN","2x2","HOU"
2022091105,4794,FALSE,"WR","SINGLEBACK","2x1","HOU"
2022110300,883,FALSE,"WR","SHOTGUN","2x2","HOU"
2022110300,2284,FALSE,"WR","SINGLEBACK","2x2","HOU"
2022102308,2268,FALSE,"TE","SINGLEBACK","2x2","HOU"
2022100903,886,FALSE,"TE","I_FORM","2x1","HOU"
2022100903,2469,FALSE,"TE","I_FORM","2x1","HOU"
2022102308,405,FALSE,"TE","SHOTGUN","2x2","HOU"
2022102308,724,FALSE,"WR","SHOTGUN","2x2","HOU"
2022102308,833,FALSE,"WR","SHOTGUN","2x2","HOU"
2022091105,4232,FALSE,"TE","SINGLEBACK","2x2","HOU"
2022092501,1010,FALSE,"RB","SHOTGUN","3x1","HOU"
2022100206,3183,FALSE,"RB","SHOTGUN","3x1","HOU"
2022092501,1256,FALSE,"FB","I_FORM","2x1","HOU"
2022100903,2353,FALSE,"FB","I_FORM","2x1","HOU"
2022091101,109,FALSE,"RB","EMPTY","3x2","CAR"
2022091101,1338,FALSE,"RB","SHOTGUN","3x1","CAR"
2022091805,2783,FALSE,"RB","SHOTGUN","3x1","CAR"
2022100203,1207,FALSE,"RB","EMPTY","3x2","CAR"
2022110602,2223,FALSE,"RB","SHOTGUN","3x1","CAR"
2022091101,748,FALSE,"WR","SHOTGUN","2x2","CAR"
2022091101,2704,FALSE,"WR","SHOTGUN","2x2","CAR"
2022091101,3125,FALSE,"WR","SHOTGUN","2x2","CAR"
2022091101,3789,FALSE,"WR","SHOTGUN","2x2","CAR"
2022091805,954,FALSE,"WR","SHOTGUN","2x2","CAR"
2022091805,1949,FALSE,"WR","SHOTGUN","2x2","CAR"
2022091805,2318,FALSE,"WR","SINGLEBACK","2x2","CAR"
2022102301,562,FALSE,"WR","SHOTGUN","2x2","CAR"
2022102301,2234,FALSE,"WR","SHOTGUN","2x2","CAR"
2022110602,2245,FALSE,"WR","SHOTGUN","2x2","CAR"
2022110602,3165,FALSE,"WR","SHOTGUN","2x2","CAR"
2022092500,108,FALSE,"WR","SINGLEBACK","2x2","CAR"
2022103001,210,FALSE,"TE","SINGLEBACK","2x2","CAR"
2022103001,735,FALSE,"TE","I_FORM","2x1","CAR"
2022103001,786,FALSE,"RB","EMPTY","3x2","CAR"
2022102303,2043,TRUE,"TE","SINGLEBACK","2x1","DAL"
2022091802,3286,FALSE,"RB","EMPTY","3x2","DET"
2022100205,2598,FALSE,"RB","EMPTY","3x2","DET"
2022110603,2263,FALSE,"RB","EMPTY","3x2","DET"
2022091104,2007,FALSE,"TE","I_FORM","2x0","DET"
2022091802,1348,FALSE,"TE","I_FORM","1x1","DET"
2022092504,2344,FALSE,"RB","SHOTGUN","3x1","DET"
2022092504,2373,FALSE,"RB","SHOTGUN","3x1","DET"
2022091104,1871,FALSE,"RB","SHOTGUN","3x1","DET"
2022092504,939,FALSE,"WR","SINGLEBACK","2x1","DET"
2022091104,107,FALSE,"TE","SINGLEBACK","3x1","DET"
2022100907,2546,TRUE,"TE","SINGLEBACK","3x1","NYJ"
2022100907,3588,TRUE,"TE","SINGLEBACK","3x1","NYJ"
2022103005,4232,TRUE,"TE","SINGLEBACK","2x2","MIN"
2022110607,3596,TRUE,"TE","I_FORM","2x1","MIN"
2022100200,678,TRUE,"TE","SINGLEBACK","2x2","MIN"
2022092600,3490,FALSE,"WR","SINGLEBACK","3x1","DAL"
